ENLIGHTEN Version,3.2.30
Measurement ID,,,20230419-151318-179828-WP-00643
Serial Number,,,WP-00643
Model,,,WP-785-R-SR-LMMF
Detector,,,S11511
Label,,,15:13:18 WP-00643
810,907.93,1727.82,12039.14
811,908.05,1729.22,11988.75
812,908.16,1730.62,11984.73
813,908.28,1732.02,11967.79
814,908.40,1733.42,11962.64
815,908.51,1734.81,11938.48
816,908.63,1736.21,11929.65
817,908.74,1737.61,11930.63
818,908.86,1739.00,11920.91
819,908.97,1740.40,11898.44
820,909.09,1741.79,11909.18
821,909.20,1743.18,11892.35
822,909.32,1744.57,11894.11
823,909.43,1745.96,11886.62
824,909.55,1747.35,11880.45
825,909.66,1748.74,11855.91
826,909.78,1750.12,11852.08
827,909.89,1751.51,11871.15
828,910.01,1752.89,11854.68
829,910.12,1754.28,11847.71
830,910.23,1755.66,11856.16
831,910.35,1757.04,11837.41
832,910.46,1758.42,11849.66
833,910.58,1759.80,11829.79
834,910.69,1761.18,11815.67
835,910.81,1762.56,11796.77
836,910.92,1763.94,11787.40
837,911.04,1765.31,11788.08
838,911.15,1766.69,11792.42
839,911.26,1768.06,11774.57
840,911.38,1769.44,11762.61
841,911.49,1770.81,11749.94
842,911.61,1772.18,11779.00
843,911.72,1773.55,11772.30
844,911.83,1774.92,11765.41
845,911.95,1776.28,11759.96
846,912.06,1777.65,11744.88
847,912.17,1779.02,11722.76
848,912.29,1780.38,11731.48
849,912.40,1781.75,11724.13
850,912.51,1783.11,11704.10
851,912.63,1784.47,11700.68
852,912.74,1785.83,11708.91
853,912.85,1787.19,11708.06
854,912.97,1788.55,11702.07
855,913.08,1789.91,11692.32
856,913.19,1791.27,11692.97
857,913.31,1792.62,11658.25
858,913.42,1793.98,11669.64
859,913.53,1795.33,11657.38
860,913.65,1796.69,11657.05
861,913.76,1798.04,11638.47
862,913.87,1799.39,11631.44
863,913.98,1800.74,11610.49
864,914.10,1802.09,11609.76
865,914.21,1803.44,11594.39
866,914.32,1804.78,11580.16
867,914.44,1806.13,11585.26
868,914.55,1807.47,11547.38
869,914.66,1808.82,11544.02
870,914.77,1810.16,11518.18
871,914.88,1811.50,11499.20
872,915.00,1812.85,11489.94
873,915.11,1814.19,11464.32
874,915.22,1815.52,11439.95
875,915.33,1816.86,11423.82
876,915.45,1818.20,11421.62
877,915.56,1819.54,11389.32
878,915.67,1820.87,11384.69
879,915.78,1822.21,11350.32
880,915.89,1823.54,11341.42
881,916.01,1824.87,11321.82
882,916.12,1826.20,11309.38
883,916.23,1827.53,11286.45
884,916.34,1828.86,11251.33
885,916.45,1830.19,11258.01
886,916.56,1831.52,11222.73
887,916.67,1832.84,11220.35
888,916.79,1834.17,11223.99
889,916.90,1835.49,11212.17
890,917.01,1836.82,11215.05
891,917.12,1838.14,11200.28
892,917.23,1839.46,11195.96
893,917.34,1840.78,11178.33
894,917.45,1842.10,11163.60
895,917.56,1843.42,11158.87
896,917.68,1844.74,11128.82
897,917.79,1846.05,11142.45
898,917.90,1847.37,11137.67
899,918.01,1848.68,11115.49
900,918.12,1850.00,11133.29
901,918.23,1851.31,11107.03
902,918.34,1852.62,11120.24
903,918.45,1853.93,11114.32
904,918.56,1855.24,11104.85
905,918.67,1856.55,11108.00
906,918.78,1857.86,11079.40
907,918.89,1859.16,11071.41
908,919.00,1860.47,11032.85
909,919.11,1861.77,11046.59
910,919.22,1863.08,11032.23
911,919.33,1864.38,11039.16
912,919.44,1865.68,11014.88
913,919.55,1866.98,11032.43
914,919.66,1868.28,11010.17
915,919.77,1869.58,11000.00
916,919.88,1870.88,11011.09
917,919.99,1872.17,10995.83
918,920.10,1873.47,10969.43
919,920.21,1874.76,10957.72
920,920.32,1876.06,10939.33
921,920.43,1877.35,10924.08
922,920.54,1878.64,10886.49
923,920.65,1879.93,10894.31
924,920.76,1881.22,10885.16
925,920.87,1882.51,10877.26
926,920.98,1883.80,10866.53
927,921.09,1885.08,10876.22
928,921.19,1886.37,10836.05
929,921.30,1887.65,10834.56
930,921.41,1888.94,10821.60
931,921.52,1890.22,10790.20
932,921.63,1891.50,10755.25
933,921.74,1892.78,10764.16
934,921.85,1894.06,10740.41
935,921.96,1895.34,10734.59
936,922.07,1896.62,10724.28
937,922.17,1897.90,10698.97
938,922.28,1899.17,10685.55
939,922.39,1900.45,10647.29
940,922.50,1901.72,10640.12
941,922.61,1902.99,10606.27
942,922.72,1904.26,10587.82
943,922.82,1905.54,10556.75
944,922.93,1906.81,10529.16
945,923.04,1908.07,10518.59
946,923.15,1909.34,10511.27
947,923.26,1910.61,10483.89
948,923.36,1911.87,10480.42
949,923.47,1913.14,10469.23
950,923.58,1914.40,10446.30
951,923.69,1915.67,10431.05
952,923.80,1916.93,10404.19
953,923.90,1918.19,10386.79
954,924.01,1919.45,10368.82
955,924.12,1920.71,10346.78
956,924.23,1921.97,10322.02
957,924.33,1923.22,10312.29
958,924.44,1924.48,10298.50
959,924.55,1925.73,10278.70
960,924.65,1926.99,10263.82
961,924.76,1928.24,10257.56
962,924.87,1929.49,10259.77
963,924.98,1930.74,10243.91
964,925.08,1931.99,10235.42
965,925.19,1933.24,10201.48
966,925.30,1934.49,10200.82
967,925.40,1935.74,10179.21
968,925.51,1936.98,10156.71
969,925.62,1938.23,10124.93
970,925.72,1939.47,10127.84
971,925.83,1940.71,10127.10
972,925.94,1941.96,10122.45
973,926.04,1943.20,10111.55
974,926.15,1944.44,10101.60
975,926.25,1945.68,10103.88
976,926.36,1946.91,10107.99
977,926.47,1948.15,10087.62
978,926.57,1949.39,10096.36
979,926.68,1950.62,10075.89
980,926.79,1951.86,10068.29
981,926.89,1953.09,10062.60
982,927.00,1954.32,10064.60
983,927.10,1955.55,10052.46
984,927.21,1956.78,10049.35
985,927.31,1958.01,10050.47
986,927.42,1959.24,10050.23
987,927.53,1960.47,10039.51
988,927.63,1961.69,10037.99
989,927.74,1962.92,10045.67
990,927.84,1964.14,10023.95
991,927.95,1965.37,10012.21
992,928.05,1966.59,9989.93
993,928.16,1967.81,9992.15
994,928.26,1969.03,9977.91
995,928.37,1970.25,9960.25
996,928.47,1971.47,9955.36
997,928.58,1972.69,9968.15
998,928.68,1973.90,9946.43
999,928.79,1975.12,9937.17
1000,928.89,1976.33,9926.10
1001,929.00,1977.54,9905.64
1002,929.10,1978.76,9881.96
1003,929.21,1979.97,9870.44
1004,929.31,1981.18,9864.40
1005,929.42,1982.39,9834.96
1006,929.52,1983.60,9822.96
1007,929.62,1984.80,9810.93
1008,929.73,1986.01,9812.19
1009,929.83,1987.21,9784.25
1010,929.94,1988.42,9805.35
1011,930.04,1989.62,9766.75
1012,930.14,1990.82,9761.55
1013,930.25,1992.03,9728.93
1014,930.35,1993.23,9725.36
1015,930.46,1994.43,9717.30
1016,930.56,1995.62,9703.91
1017,930.66,1996.82,9681.76
1018,930.77,1998.02,9675.52
1019,930.87,1999.21,9667.64
1020,930.97,2000.41,9627.54
1021,931.08,2001.60,9624.82
1022,931.18,2002.79,9611.87
1023,931.28,2003.98,9565.42
