ENLIGHTEN Version,2.2.7
Measurement ID,,,20220729-115930-568242-WP-00643,,,20220729-115932-057268-WP-00643,,,20220729-115932-881261-WP-00643,,,20220729-115933-648184-WP-00643,,,20220729-115934-368206-WP-00643,,,20220729-115935-072221-WP-00643,,,20220729-115935-729245-WP-00643,,,20220729-115936-291132-WP-00643,,,20220729-115936-929159-WP-00643,,,20220729-115938-005895-WP-00643,,
Serial Number,,,WP-00643,,,WP-00643,,,WP-00643,,,WP-00643,,,WP-00643,,,WP-00643,,,WP-00643,,,WP-00643,,,WP-00643,,,WP-00643,,
Model,,,WP-785-R-SR-LMMF,,,WP-785-R-SR-LMMF,,,WP-785-R-SR-LMMF,,,WP-785-R-SR-LMMF,,,WP-785-R-SR-LMMF,,,WP-785-R-SR-LMMF,,,WP-785-R-SR-LMMF,,,WP-785-R-SR-LMMF,,,WP-785-R-SR-LMMF,,,WP-785-R-SR-LMMF,,
21,804.59,313.12,4457.00,4457.00,0.00,1928.00,1928.00,0.00,3551.00,3551.00,0.00,2824.00,2824.00,0.00,2190.00,2190.00,0.00,3119.00,3119.00,0.00,2760.00,2760.00,0.00,5036.00,5036.00,0.00,3589.00,3589.00,0.00,2416.00,2416.00,0.00
22,804.73,315.30,4577.00,4577.00,0.00,1957.00,1957.00,0.00,3608.00,3608.00,0.00,2840.00,2840.00,0.00,2221.00,2221.00,0.00,3162.00,3162.00,0.00,2815.00,2815.00,0.00,5061.00,5061.00,0.00,3627.00,3627.00,0.00,2422.00,2422.00,0.00
23,804.87,317.48,4523.00,4523.00,0.00,1904.00,1904.00,0.00,3582.00,3582.00,0.00,2917.00,2917.00,0.00,2200.00,2200.00,0.00,3151.00,3151.00,0.00,2750.00,2750.00,0.00,5084.00,5084.00,0.00,3648.00,3648.00,0.00,2414.00,2414.00,0.00
24,805.01,319.66,4560.00,4560.00,0.00,1966.00,1966.00,0.00,3553.00,3553.00,0.00,2866.00,2866.00,0.00,2234.00,2234.00,0.00,3202.00,3202.00,0.00,2798.00,2798.00,0.00,5093.00,5093.00,0.00,3641.00,3641.00,0.00,2428.00,2428.00,0.00
25,805.15,321.83,4567.00,4567.00,0.00,1953.00,1953.00,0.00,3627.00,3627.00,0.00,2936.00,2936.00,0.00,2175.00,2175.00,0.00,3177.00,3177.00,0.00,2811.00,2811.00,0.00,5139.00,5139.00,0.00,3669.00,3669.00,0.00,2426.00,2426.00,0.00
26,805.29,324.01,4571.00,4571.00,0.00,1938.00,1938.00,0.00,3601.00,3601.00,0.00,2878.00,2878.00,0.00,2211.00,2211.00,0.00,3151.00,3151.00,0.00,2832.00,2832.00,0.00,5177.00,5177.00,0.00,3692.00,3692.00,0.00,2441.00,2441.00,0.00
27,805.43,326.18,4571.00,4571.00,0.00,1962.00,1962.00,0.00,3626.00,3626.00,0.00,2866.00,2866.00,0.00,2245.00,2245.00,0.00,3195.00,3195.00,0.00,2841.00,2841.00,0.00,5148.00,5148.00,0.00,3682.00,3682.00,0.00,2428.00,2428.00,0.00
28,805.58,328.36,4569.00,4569.00,0.00,1919.00,1919.00,0.00,3620.00,3620.00,0.00,2881.00,2881.00,0.00,2247.00,2247.00,0.00,3198.00,3198.00,0.00,2857.00,2857.00,0.00,5222.00,5222.00,0.00,3700.00,3700.00,0.00,2467.00,2467.00,0.00
29,805.72,330.53,4592.00,4592.00,0.00,1932.00,1932.00,0.00,3618.00,3618.00,0.00,2900.00,2900.00,0.00,2221.00,2221.00,0.00,3206.00,3206.00,0.00,2868.00,2868.00,0.00,5194.00,5194.00,0.00,3684.00,3684.00,0.00,2437.00,2437.00,0.00
30,805.86,332.70,4634.00,4634.00,0.00,1944.00,1944.00,0.00,3631.00,3631.00,0.00,2957.00,2957.00,0.00,2270.00,2270.00,0.00,3229.00,3229.00,0.00,2840.00,2840.00,0.00,5182.00,5182.00,0.00,3690.00,3690.00,0.00,2447.00,2447.00,0.00
